data,day_of_week,n1,n2,n3,n4,n5,n6,star
2009-05-19,Tuesday,36,55,62,66,81,85,9
2009-05-16,Saturday,39,50,55,57,78,82,81
2009-05-14,Thursday,1,22,41,69,73,89,39
2009-05-12,Tuesday,4,9,22,23,47,73,45
2009-05-09,Saturday,9,11,40,48,68,84,6
2009-05-07,Thursday,31,43,67,69,76,80,1
2009-05-05,Tuesday,7,12,19,43,71,77,44
2009-05-02,Saturday,2,25,31,38,45,84,24
2009-04-30,Thursday,28,64,65,77,85,89,47
2009-04-28,Tuesday,11,12,32,55,72,87,88
2009-04-27,Monday,7,40,54,64,69,71,67
2009-04-23,Thursday,24,29,40,71,74,78,21
2009-04-21,Tuesday,19,22,26,59,61,71,57
2009-04-18,Saturday,20,46,48,62,71,86,44
2009-04-16,Thursday,3,9,17,38,54,62,64
2009-04-14,Tuesday,2,5,20,43,64,83,66
2009-04-11,Saturday,6,34,59,61,83,90,53
2009-04-09,Thursday,2,23,36,62,75,79,48
2009-04-07,Tuesday,3,37,54,65,87,89,58
2009-04-04,Saturday,2,3,4,27,34,42,59
2009-04-02,Thursday,3,12,16,30,84,89,18
2009-03-31,Tuesday,2,4,16,20,29,53,65
2009-03-28,Saturday,1,10,55,61,72,77,30
2009-03-26,Thursday,13,21,70,71,72,85,82
2009-03-24,Tuesday,1,9,11,21,36,47,29
2009-03-21,Saturday,4,39,43,59,74,90,30
2009-03-19,Thursday,1,39,40,52,54,64,37
2009-03-17,Tuesday,3,38,44,50,53,70,22
2009-03-14,Saturday,10,15,46,51,65,75,29
2009-03-12,Thursday,2,10,19,36,78,90,83
2009-03-10,Tuesday,33,57,63,65,78,88,55
2009-03-07,Saturday,4,14,45,53,77,84,69
2009-03-05,Thursday,29,36,37,40,70,75,7
2009-03-03,Tuesday,20,39,42,45,74,77,81
2009-02-28,Saturday,6,26,56,65,69,82,19
2009-02-26,Thursday,10,19,25,35,51,73,66
2009-02-24,Tuesday,33,38,47,67,68,81,51
2009-02-21,Saturday,6,39,40,41,50,54,2
2009-02-19,Thursday,28,30,32,33,34,52,14
2009-02-17,Tuesday,17,20,63,78,82,85,42
2009-02-14,Saturday,7,32,43,50,68,73,31
2009-02-12,Thursday,3,24,31,32,61,85,17
2009-02-10,Tuesday,11,18,47,80,89,90,70
2009-02-07,Saturday,8,23,58,61,76,79,90
2009-02-05,Thursday,7,18,27,33,35,43,28
2009-02-03,Tuesday,11,13,17,49,51,61,8
2009-01-31,Saturday,1,3,8,38,83,88,16
2009-01-29,Thursday,27,32,55,65,76,86,60
2009-01-27,Tuesday,20,31,44,51,65,74,71
2009-01-24,Saturday,2,4,13,23,28,68,49
2009-01-22,Thursday,1,2,40,52,67,82,23
2009-01-20,Tuesday,19,35,49,52,75,79,41
2009-01-17,Saturday,13,17,25,55,64,85,11
2009-01-15,Thursday,8,15,24,25,44,55,86
2009-01-13,Tuesday,9,14,21,55,66,90,4
2009-01-10,Saturday,2,15,35,54,60,78,27
2009-01-08,Thursday,14,23,24,41,71,73,63
2009-01-07,Wednesday,14,31,35,40,50,66,68
2009-01-03,Saturday,17,24,25,40,58,64,27
2009-01-02,Friday,16,19,29,34,48,64,53
2008-12-30,Tuesday,23,32,38,40,51,71,48
2008-12-27,Saturday,8,25,31,65,87,90,28
2008-12-24,Wednesday,17,32,33,50,61,82,67
2008-12-23,Tuesday,30,45,66,69,75,80,63
2008-12-20,Saturday,12,14,29,48,49,85,79
2008-12-18,Thursday,9,26,29,31,58,70,21
2008-12-16,Tuesday,17,20,48,62,85,90,69
2008-12-13,Saturday,28,32,45,61,63,76,43
2008-12-11,Thursday,40,60,68,72,84,89,90
2008-12-09,Tuesday,1,38,47,50,58,65,22
2008-12-06,Saturday,30,46,54,56,72,86,22
2008-12-04,Thursday,17,44,49,60,66,81,74
2008-12-02,Tuesday,8,9,17,33,80,86,22
2008-11-29,Saturday,2,3,22,46,61,80,49
2008-11-27,Thursday,27,28,46,48,52,70,71
2008-11-25,Tuesday,19,48,61,73,81,83,22
2008-11-22,Saturday,7,30,45,50,55,74,60
2008-11-20,Thursday,25,39,43,46,59,67,75
2008-11-18,Tuesday,3,4,7,44,52,89,47
2008-11-15,Saturday,5,7,13,40,52,84,37
2008-11-13,Thursday,15,17,24,31,80,86,52
2008-11-11,Tuesday,6,10,22,48,61,65,58
2008-11-08,Saturday,3,31,33,37,52,54,17
2008-11-06,Thursday,24,26,31,39,49,81,89
2008-11-04,Tuesday,6,28,32,39,57,85,47
2008-11-03,Monday,16,21,33,42,52,66,19
2008-10-30,Thursday,2,25,26,41,55,75,59
2008-10-28,Tuesday,5,9,50,80,82,88,89
2008-10-25,Saturday,13,16,28,32,71,85,78
2008-10-23,Thursday,7,20,21,74,75,81,33
2008-10-21,Tuesday,4,47,76,78,81,86,6
2008-10-18,Saturday,8,25,33,48,58,90,53
2008-10-16,Thursday,1,20,22,23,61,82,70
2008-10-14,Tuesday,11,14,43,46,61,70,82
2008-10-11,Saturday,7,9,35,61,67,68,53
2008-10-09,Thursday,4,19,20,24,44,55,80
2008-10-07,Tuesday,16,21,24,60,66,79,82
2008-10-04,Saturday,31,58,80,81,88,89,65
2008-10-02,Thursday,2,41,59,68,74,86,31
2008-09-30,Tuesday,5,34,43,53,71,78,73
2008-09-27,Saturday,3,16,20,55,60,80,52
2008-09-25,Thursday,25,51,53,72,77,81,83
2008-09-23,Tuesday,8,22,31,39,58,63,42
2008-09-20,Saturday,7,12,36,73,77,85,1
2008-09-18,Thursday,15,18,21,57,59,61,19
2008-09-16,Tuesday,21,30,32,41,47,67,49
2008-09-13,Saturday,28,38,41,58,67,80,85
2008-09-11,Thursday,27,31,35,53,54,78,45
2008-09-09,Tuesday,1,3,20,43,51,78,12
2008-09-06,Saturday,2,22,33,42,52,71,72
2008-09-04,Thursday,1,6,11,27,65,80,21
2008-09-02,Tuesday,6,29,30,78,81,88,26
2008-08-30,Saturday,24,26,33,36,38,73,74
2008-08-28,Thursday,18,19,36,39,58,88,53
2008-08-26,Tuesday,7,23,28,50,80,87,27
2008-08-23,Saturday,21,31,37,64,75,88,41
2008-08-21,Thursday,2,4,11,37,62,75,19
2008-08-19,Tuesday,5,7,13,33,66,79,84
2008-08-16,Saturday,7,10,35,64,77,89,21
2008-08-14,Thursday,8,19,30,32,52,75,85
2008-08-12,Tuesday,12,24,26,50,65,69,51
2008-08-09,Saturday,2,11,21,23,39,47,72
2008-08-07,Thursday,19,30,52,66,70,82,84
2008-08-05,Tuesday,1,30,36,37,60,88,27
2008-08-02,Saturday,35,49,68,71,82,85,31
2008-07-31,Thursday,20,67,71,81,84,88,7
2008-07-29,Tuesday,14,28,37,47,53,57,88
2008-07-26,Saturday,6,44,66,68,77,86,20
2008-07-24,Thursday,15,17,25,39,57,58,24
2008-07-22,Tuesday,35,49,56,78,87,90,10
2008-07-19,Saturday,4,33,34,44,52,63,27
2008-07-17,Thursday,8,28,34,63,86,90,15
2008-07-15,Tuesday,21,40,57,60,61,68,9
2008-07-12,Saturday,16,26,31,67,74,82,18
2008-07-10,Thursday,11,22,39,52,55,63,24
2008-07-08,Tuesday,1,26,49,74,82,87,81
2008-07-05,Saturday,9,69,70,72,77,81,39
2008-07-03,Thursday,19,32,41,42,64,65,75
2008-07-01,Tuesday,1,38,54,63,66,74,13
2008-06-28,Saturday,6,19,25,42,48,52,56
2008-06-26,Thursday,4,12,35,61,66,84,79
2008-06-24,Tuesday,13,25,54,56,57,58,31
2008-06-21,Saturday,8,16,42,64,72,74,53
2008-06-19,Thursday,18,31,47,59,75,80,79
2008-06-17,Tuesday,8,11,14,39,46,51,57
2008-06-14,Saturday,3,6,20,46,50,80,86
2008-06-12,Thursday,10,15,17,57,65,80,1
2008-06-10,Tuesday,4,62,67,69,70,84,23
2008-06-07,Saturday,10,26,53,66,70,78,75
2008-06-05,Thursday,13,22,40,41,51,86,6
2008-06-03,Tuesday,2,26,30,32,63,89,56
2008-05-31,Saturday,8,16,39,63,84,86,34
2008-05-29,Thursday,7,30,40,58,75,79,84
2008-05-27,Tuesday,7,10,50,51,80,85,60
2008-05-24,Saturday,6,16,28,32,43,90,73
2008-05-22,Thursday,22,63,66,73,81,90,47
2008-05-20,Tuesday,40,42,57,62,67,88,3
2008-05-17,Saturday,8,53,65,66,80,87,3
2008-05-15,Thursday,7,31,38,57,84,87,86
2008-05-13,Tuesday,28,33,39,40,80,89,82
2008-05-10,Saturday,1,4,25,44,82,89,23
2008-05-08,Thursday,8,29,33,47,52,56,59
2008-05-06,Tuesday,7,71,72,75,80,90,85
2008-05-03,Saturday,8,38,39,52,64,70,73
2008-05-02,Friday,36,38,40,51,53,71,8
2008-04-29,Tuesday,28,33,42,54,76,79,68
2008-04-26,Saturday,56,64,72,81,83,86,32
2008-04-24,Thursday,36,43,47,49,84,89,51
2008-04-22,Tuesday,18,54,62,80,88,90,24
2008-04-19,Saturday,22,29,30,32,41,52,42
2008-04-17,Thursday,8,14,36,71,74,87,18
2008-04-15,Tuesday,2,25,28,31,46,59,22
2008-04-12,Saturday,5,34,55,58,74,90,8
2008-04-10,Thursday,34,54,72,76,79,85,78
2008-04-08,Tuesday,12,21,49,51,56,74,8
2008-04-05,Saturday,29,51,52,62,72,79,34
2008-04-03,Thursday,9,37,40,61,69,84,35
2008-04-01,Tuesday,5,9,53,57,61,84,78
2008-03-29,Saturday,1,17,33,34,46,62,3
2008-03-27,Thursday,11,34,46,58,77,82,50
2008-03-25,Tuesday,8,36,75,76,79,83,65
2008-03-22,Saturday,30,37,47,72,85,87,71
2008-03-20,Thursday,5,37,38,59,71,80,43
2008-03-18,Tuesday,27,36,38,41,71,84,6
2008-03-15,Saturday,7,32,49,55,61,83,64
2008-03-13,Thursday,50,61,62,71,72,74,59
2008-03-11,Tuesday,41,51,61,66,75,88,27
2008-03-08,Saturday,4,12,21,39,59,83,64
2008-03-06,Thursday,1,16,32,51,60,61,78
2008-03-04,Tuesday,12,32,54,63,64,85,62
2008-03-01,Saturday,23,30,33,67,69,71,61
2008-02-28,Thursday,2,5,6,56,58,73,3
2008-02-26,Tuesday,2,11,40,60,73,82,74
2008-02-23,Saturday,11,13,25,62,76,80,18
2008-02-21,Thursday,27,43,46,51,52,72,83
2008-02-19,Tuesday,2,18,35,53,60,66,32
2008-02-16,Saturday,16,17,52,60,80,81,29
2008-02-14,Thursday,4,18,30,69,73,74,78
2008-02-12,Tuesday,8,16,33,64,68,82,4
2008-02-09,Saturday,2,3,13,23,30,70,85
2008-02-07,Thursday,30,32,49,68,71,85,86
2008-02-05,Tuesday,22,28,75,78,83,87,13
2008-02-02,Saturday,18,33,61,70,81,90,10
2008-01-31,Thursday,7,14,26,34,45,77,83
2008-01-29,Tuesday,1,23,30,60,70,74,31
2008-01-26,Saturday,15,17,25,31,85,87,82
2008-01-24,Thursday,18,28,33,41,63,84,88
2008-01-22,Tuesday,7,18,19,56,66,71,26
2008-01-19,Saturday,10,23,31,35,61,87,81
2008-01-17,Thursday,4,15,21,35,59,73,70
2008-01-15,Tuesday,12,50,55,62,67,88,29
2008-01-12,Saturday,8,9,52,77,82,86,85
2008-01-10,Thursday,23,25,30,44,51,68,58
2008-01-08,Tuesday,17,23,30,74,81,84,55
2008-01-05,Saturday,16,30,68,75,83,86,15
2008-01-03,Thursday,20,39,56,64,66,85,29
2008-01-02,Wednesday,16,38,40,69,84,90,60
2007-12-29,Saturday,12,26,70,74,84,87,46
2007-12-27,Thursday,6,13,19,37,67,72,49
2007-12-24,Monday,29,31,35,49,69,74,16
2007-12-22,Saturday,3,14,30,50,66,87,47
2007-12-20,Thursday,6,10,13,17,22,46,43
2007-12-18,Tuesday,28,29,33,35,65,80,69
2007-12-15,Saturday,25,31,43,61,63,86,23
2007-12-13,Thursday,12,20,22,39,55,72,15
2007-12-11,Tuesday,9,12,28,71,82,85,37
2007-12-10,Monday,5,13,28,30,42,63,84
2007-12-06,Thursday,33,37,48,65,83,84,55
2007-12-04,Tuesday,3,10,40,54,69,85,43
2007-12-01,Saturday,6,19,30,53,55,76,17
2007-11-29,Thursday,17,41,42,43,66,76,8
2007-11-27,Tuesday,2,22,28,39,61,79,84
2007-11-24,Saturday,26,37,53,81,86,90,31
2007-11-22,Thursday,2,51,55,57,61,82,15
2007-11-20,Tuesday,1,18,30,34,65,75,31
2007-11-17,Saturday,18,28,40,63,68,86,71
2007-11-15,Thursday,4,9,69,74,76,85,86
2007-11-13,Tuesday,1,2,33,62,68,79,14
2007-11-10,Saturday,6,39,50,52,54,88,51
2007-11-08,Thursday,16,29,38,62,72,84,66
2007-11-06,Tuesday,13,18,32,46,55,78,59
2007-11-03,Saturday,11,31,44,64,83,89,34
2007-11-02,Friday,29,31,51,60,72,73,69
2007-10-30,Tuesday,22,39,54,63,68,73,12
2007-10-27,Saturday,7,19,39,42,56,57,18
2007-10-25,Thursday,3,6,7,30,67,89,11
2007-10-23,Tuesday,1,10,26,62,71,90,43
2007-10-20,Saturday,11,17,20,36,57,72,51
2007-10-18,Thursday,2,24,51,55,62,81,53
2007-10-16,Tuesday,7,21,58,65,72,77,85
2007-10-13,Saturday,12,41,42,44,80,86,37
2007-10-11,Thursday,18,37,49,71,76,78,23
2007-10-09,Tuesday,7,9,17,51,57,78,87
2007-10-06,Saturday,3,20,21,43,69,70,78
2007-10-04,Thursday,3,17,33,51,77,87,16
2007-10-02,Tuesday,8,23,48,49,61,62,47
2007-09-29,Saturday,8,11,17,20,21,80,64
2007-09-27,Thursday,2,23,46,48,55,63,15
2007-09-25,Tuesday,10,14,18,22,48,68,38
2007-09-22,Saturday,4,52,68,79,85,86,20
2007-09-20,Thursday,10,20,24,38,49,87,77
2007-09-18,Tuesday,7,17,30,56,68,80,19
2007-09-15,Saturday,10,30,57,64,72,75,49
2007-09-13,Thursday,15,23,59,65,78,82,41
2007-09-11,Tuesday,3,4,19,39,73,78,80
2007-09-08,Saturday,9,31,32,47,70,89,19
2007-09-06,Thursday,9,16,22,25,26,70,64
2007-09-04,Tuesday,5,6,9,51,62,66,10
2007-09-01,Saturday,1,35,37,39,57,84,67
2007-08-30,Thursday,19,48,49,56,60,88,76
2007-08-28,Tuesday,6,18,36,75,81,83,72
2007-08-25,Saturday,4,23,25,30,34,57,40
2007-08-23,Thursday,8,46,49,55,80,87,64
2007-08-21,Tuesday,11,27,45,53,55,58,34
2007-08-18,Saturday,1,25,60,67,87,88,75
2007-08-16,Thursday,16,24,37,38,69,78,25
2007-08-14,Tuesday,14,19,44,52,60,71,57
2007-08-11,Saturday,30,37,41,62,65,68,40
2007-08-09,Thursday,34,39,57,62,79,83,13
2007-08-07,Tuesday,21,29,50,55,67,73,24
2007-08-04,Saturday,41,46,64,71,84,87,81
2007-08-02,Thursday,16,24,51,55,59,66,41
2007-07-31,Tuesday,12,38,65,72,83,84,31
2007-07-28,Saturday,8,38,47,63,71,84,69
2007-07-26,Thursday,20,22,36,68,81,87,52
2007-07-24,Tuesday,43,56,61,62,73,81,75
2007-07-21,Saturday,18,62,64,69,75,81,3
2007-07-19,Thursday,21,30,33,45,62,70,57
2007-07-17,Tuesday,23,31,62,65,69,89,49
2007-07-14,Saturday,27,33,44,56,63,85,79
2007-07-12,Thursday,1,35,51,56,68,79,63
2007-07-10,Tuesday,14,42,53,68,83,89,75
2007-07-07,Saturday,32,45,69,77,83,87,19
2007-07-05,Thursday,8,24,52,73,84,86,51
2007-07-03,Tuesday,19,23,39,54,79,87,42
2007-06-30,Saturday,4,24,30,61,66,69,67
2007-06-28,Thursday,3,20,47,52,83,90,75
2007-06-26,Tuesday,6,15,45,47,69,70,40
2007-06-23,Saturday,15,42,65,68,70,90,46
2007-06-21,Thursday,2,10,35,67,77,90,51
2007-06-19,Tuesday,1,2,26,41,65,80,37
2007-06-16,Saturday,29,32,39,43,66,73,60
2007-06-14,Thursday,12,42,44,46,52,86,25
2007-06-12,Tuesday,1,14,17,47,61,66,13
2007-06-09,Saturday,5,19,20,26,53,54,56
2007-06-07,Thursday,59,66,69,72,73,80,23
2007-06-05,Tuesday,1,9,13,29,71,83,56
2007-06-04,Monday,17,39,40,75,76,88,19
2007-05-31,Thursday,7,21,36,38,77,79,17
2007-05-29,Tuesday,1,16,17,31,42,70,81
2007-05-26,Saturday,5,31,62,63,68,78,2
2007-05-24,Thursday,13,19,32,39,44,61,66
2007-05-22,Tuesday,1,44,67,77,88,90,79
2007-05-19,Saturday,7,8,13,17,38,43,6
2007-05-17,Thursday,10,36,63,75,79,85,49
2007-05-15,Tuesday,23,33,78,79,87,88,56
2007-05-12,Saturday,25,46,48,52,57,81,3
2007-05-10,Thursday,32,38,55,58,66,85,51
2007-05-08,Tuesday,14,30,33,35,58,76,82
2007-05-05,Saturday,2,3,64,69,73,82,62
2007-05-03,Thursday,1,11,20,66,69,88,35
2007-05-02,Wednesday,3,6,12,20,69,83,80
2007-04-28,Saturday,7,15,16,21,37,60,52
2007-04-26,Thursday,36,38,54,56,75,85,28
2007-04-24,Tuesday,8,36,40,45,67,79,84
2007-04-21,Saturday,11,19,43,75,81,87,1
2007-04-19,Thursday,28,30,65,74,77,83,40
2007-04-17,Tuesday,3,21,33,45,47,85,17
2007-04-14,Saturday,3,46,64,71,78,87,4
2007-04-12,Thursday,10,28,53,64,76,79,47
2007-04-10,Tuesday,8,30,39,66,69,78,70
2007-04-07,Saturday,1,29,37,67,74,81,54
2007-04-05,Thursday,2,17,60,77,85,86,21
2007-04-03,Tuesday,12,16,21,25,27,64,66
2007-03-31,Saturday,42,70,74,78,82,87,23
2007-03-29,Thursday,13,17,19,21,69,73,78
2007-03-27,Tuesday,35,36,43,46,69,75,47
2007-03-24,Saturday,28,45,60,63,74,86,66
2007-03-22,Thursday,23,32,34,72,80,83,22
2007-03-20,Tuesday,5,7,68,71,75,85,15
2007-03-17,Saturday,10,43,55,56,81,87,69
2007-03-15,Thursday,1,6,43,46,61,83,80
2007-03-13,Tuesday,13,46,48,76,81,83,35
2007-03-10,Saturday,16,22,36,40,62,75,55
2007-03-08,Thursday,5,27,43,50,75,90,54
2007-03-06,Tuesday,1,8,21,30,81,86,13
2007-03-03,Saturday,6,32,50,57,59,61,68
2007-03-01,Thursday,40,55,64,65,70,85,13
2007-02-27,Tuesday,6,20,58,59,65,88,90
2007-02-24,Saturday,1,30,60,70,74,77,90
2007-02-22,Thursday,28,44,51,72,81,90,16
2007-02-20,Tuesday,19,25,31,56,82,90,17
2007-02-17,Saturday,40,41,62,65,89,90,25
2007-02-15,Thursday,11,22,35,65,78,81,7
2007-02-13,Tuesday,4,29,70,82,86,88,8
2007-02-10,Saturday,11,30,55,76,77,90,57
2007-02-08,Thursday,3,9,33,61,65,85,11
2007-02-06,Tuesday,21,35,39,54,62,85,71
2007-02-03,Saturday,3,12,32,43,51,58,13
2007-02-01,Thursday,1,20,21,27,44,75,36
2007-01-30,Tuesday,1,23,38,50,60,77,39
2007-01-27,Saturday,10,33,34,44,70,79,80
2007-01-25,Thursday,4,6,26,28,53,64,42
2007-01-23,Tuesday,8,10,20,40,80,85,32
2007-01-20,Saturday,18,47,55,64,74,89,23
2007-01-18,Thursday,7,39,45,47,55,80,3
2007-01-16,Tuesday,1,11,24,33,36,80,15
2007-01-13,Saturday,11,49,53,65,77,89,33
2007-01-11,Thursday,6,27,59,71,85,90,72
2007-01-09,Tuesday,16,39,65,67,83,86,64
2007-01-08,Monday,3,45,49,53,58,77,48
2007-01-04,Thursday,21,40,76,77,83,84,73
2007-01-02,Tuesday,42,47,55,57,61,79,72
2006-12-30,Saturday,2,20,32,51,53,83,47
2006-12-28,Thursday,15,43,45,66,74,87,86
2006-12-27,Wednesday,3,11,28,29,68,88,39
2006-12-23,Saturday,8,13,16,17,49,68,15
2006-12-21,Thursday,2,10,30,43,56,83,64
2006-12-19,Tuesday,10,19,32,44,56,76,15
2006-12-16,Saturday,14,28,40,52,54,83,25
2006-12-14,Thursday,1,31,48,75,78,81,28
2006-12-12,Tuesday,7,17,44,63,64,88,8
2006-12-09,Saturday,21,23,28,48,49,54,65
2006-12-07,Thursday,4,19,31,51,56,57,24
2006-12-05,Tuesday,3,12,22,65,77,84,4
2006-12-02,Saturday,25,45,63,71,74,88,90
2006-11-30,Thursday,1,31,51,73,77,88,89
2006-11-28,Tuesday,50,51,57,59,64,74,28
2006-11-25,Saturday,1,2,4,44,75,80,33
2006-11-23,Thursday,23,29,42,44,59,82,38
2006-11-21,Tuesday,2,3,35,41,48,88,5
2006-11-18,Saturday,36,55,59,81,82,89,20
2006-11-16,Thursday,36,42,46,51,72,84,65
2006-11-14,Tuesday,8,12,14,66,76,88,45
2006-11-11,Saturday,22,36,40,44,46,76,30
2006-11-09,Thursday,5,6,28,61,77,87,71
2006-11-07,Tuesday,10,27,42,72,75,87,44
2006-11-04,Saturday,14,37,48,50,65,66,87
2006-11-02,Thursday,2,4,5,9,22,75,79
2006-10-31,Tuesday,8,19,27,43,51,79,22
2006-10-28,Saturday,15,29,50,57,79,88,84
2006-10-26,Thursday,42,44,45,47,72,79,15
2006-10-24,Tuesday,4,25,43,45,71,90,52
2006-10-21,Saturday,4,5,21,26,42,79,84
2006-10-19,Thursday,34,36,44,50,71,80,85
2006-10-17,Tuesday,4,18,24,49,66,81,70
2006-10-14,Saturday,12,37,38,42,79,82,60
2006-10-12,Thursday,12,46,52,55,65,90,32
2006-10-10,Tuesday,6,13,34,52,63,83,16
2006-10-07,Saturday,15,29,30,68,79,85,26
2006-10-05,Thursday,4,40,60,71,72,90,21
2006-10-03,Tuesday,14,24,33,41,53,82,47
2006-09-30,Saturday,3,47,63,66,67,69,56
2006-09-28,Thursday,52,58,61,62,65,69,53
2006-09-26,Tuesday,6,9,10,20,60,83,81
2006-09-23,Saturday,8,23,39,52,75,81,65
2006-09-21,Thursday,2,8,27,30,35,87,21
2006-09-19,Tuesday,4,6,8,14,21,28,56
2006-09-16,Saturday,14,34,35,37,41,61,31
2006-09-14,Thursday,10,22,27,34,56,85,16
2006-09-12,Tuesday,8,22,36,43,76,77,23
2006-09-09,Saturday,7,10,24,31,81,84,4
2006-09-07,Thursday,1,3,29,63,72,85,55
2006-09-05,Tuesday,16,21,51,64,65,89,63
2006-09-02,Saturday,26,33,35,45,54,61,10
2006-08-31,Thursday,2,11,17,33,79,87,7
2006-08-29,Tuesday,46,49,50,57,68,69,14
2006-08-26,Saturday,3,9,14,55,62,83,79
2006-08-24,Thursday,3,27,29,46,47,61,15
2006-08-22,Tuesday,3,8,16,64,72,73,22
2006-08-19,Saturday,6,59,77,81,82,88,61
2006-08-17,Thursday,4,25,30,40,41,62,38
2006-08-16,Wednesday,8,25,28,57,71,72,83
2006-08-12,Saturday,45,49,63,67,82,90,72
2006-08-10,Thursday,6,9,42,48,81,87,63
2006-08-08,Tuesday,3,4,5,47,55,80,73
2006-08-05,Saturday,5,11,21,49,54,84,66
2006-08-03,Thursday,21,22,25,53,76,85,7
2006-08-01,Tuesday,31,37,45,52,74,83,70
2006-07-29,Saturday,18,24,46,47,69,70,82
2006-07-27,Thursday,26,34,68,82,83,87,42
2006-07-25,Tuesday,5,35,49,52,65,89,15
2006-07-22,Saturday,12,37,46,54,58,79,90
2006-07-20,Thursday,22,36,65,72,82,86,27
2006-07-18,Tuesday,3,27,30,38,43,60,50
2006-07-15,Saturday,16,21,27,43,56,64,19
2006-07-13,Thursday,15,46,47,67,73,90,51
2006-07-11,Tuesday,2,12,19,25,31,76,49
2006-07-08,Saturday,4,49,54,73,79,83,29
2006-07-06,Thursday,21,22,34,55,56,74,63
2006-07-04,Tuesday,20,45,59,75,84,90,85
2006-07-01,Saturday,5,11,40,45,58,75,66
2006-06-29,Thursday,27,28,56,67,75,86,79
2006-06-27,Tuesday,11,29,56,62,68,76,33
2006-06-24,Saturday,5,11,24,26,49,68,13
2006-06-22,Thursday,8,22,36,48,53,55,29
2006-06-20,Tuesday,22,26,51,63,64,73,17
2006-06-17,Saturday,2,8,43,48,60,67,74
2006-06-15,Thursday,6,27,39,43,62,84,67
2006-06-13,Tuesday,10,13,21,31,48,72,79
2006-06-10,Saturday,9,10,63,73,79,90,2
2006-06-08,Thursday,5,42,51,66,69,74,22
2006-06-06,Tuesday,29,31,41,44,64,73,1
2006-06-03,Saturday,20,68,70,71,72,81,90
2006-06-01,Thursday,18,33,51,66,87,90,5
2006-05-30,Tuesday,1,16,25,33,54,71,11
2006-05-27,Saturday,5,11,33,51,82,85,19
2006-05-25,Thursday,19,22,44,61,66,75,77
2006-05-23,Tuesday,30,36,39,68,71,80,38
2006-05-20,Saturday,5,32,39,50,59,77,71
2006-05-18,Thursday,1,63,67,71,75,79,28
2006-05-16,Tuesday,1,4,32,35,36,87,7
2006-05-13,Saturday,11,31,38,50,59,62,7
2006-05-11,Thursday,14,19,20,26,79,82,47
2006-05-09,Tuesday,16,23,40,62,79,88,42
2006-05-06,Saturday,19,22,46,49,72,85,14
2006-05-04,Thursday,11,18,37,52,62,77,59
2006-05-02,Tuesday,22,42,52,55,62,74,61
2006-04-29,Saturday,12,22,53,54,60,77,28
2006-04-27,Thursday,8,23,30,53,69,78,36
2006-04-26,Wednesday,13,18,47,51,60,64,11
2006-04-22,Saturday,16,21,59,70,71,83,90
2006-04-20,Thursday,32,35,44,58,82,90,52
2006-04-18,Tuesday,1,4,12,14,66,78,55
2006-04-15,Saturday,10,11,13,37,81,84,3
2006-04-13,Thursday,27,35,41,46,49,86,24
2006-04-11,Tuesday,16,19,44,60,76,89,79
2006-04-08,Saturday,16,33,60,61,62,63,77
2006-04-06,Thursday,13,19,60,61,83,90,10
2006-04-04,Tuesday,13,25,45,70,78,88,89
2006-04-01,Saturday,15,30,33,37,62,78,55
2006-03-30,Thursday,1,4,14,30,78,82,70
2006-03-28,Tuesday,24,25,33,42,57,89,20
2006-03-25,Saturday,16,20,29,31,38,45,25
2006-03-23,Thursday,10,41,53,62,65,76,26
2006-03-21,Tuesday,7,8,10,29,40,52,14
2006-03-18,Saturday,41,43,52,59,73,82,87
2006-03-16,Thursday,8,10,15,42,48,51,25
2006-03-14,Tuesday,15,20,32,43,45,54,81
2006-03-11,Saturday,26,28,55,61,62,85,81
2006-03-09,Thursday,10,12,15,51,66,68,60
2006-03-07,Tuesday,1,7,22,72,79,82,75
2006-03-04,Saturday,17,27,29,31,44,46,51
2006-03-02,Thursday,4,35,41,66,77,89,68
2006-02-28,Tuesday,3,21,63,81,87,89,4
2006-02-25,Saturday,3,6,44,60,84,86,53
2006-02-23,Thursday,17,26,70,76,82,90,72
2006-02-21,Tuesday,20,58,65,70,77,86,87
2006-02-18,Saturday,34,40,42,64,77,88,48
2006-02-16,Thursday,5,6,18,34,42,72,8
2006-02-14,Tuesday,8,44,47,60,66,77,83
2006-02-11,Saturday,1,2,8,30,42,43,45
2006-02-09,Thursday,7,33,38,51,53,67,57
2006-02-07,Tuesday,11,18,27,37,65,72,43
2006-02-04,Saturday,13,22,43,50,70,76,14
2006-02-02,Thursday,3,22,29,54,75,84,78
2006-01-31,Tuesday,34,38,53,60,72,88,18
2006-01-28,Saturday,25,39,74,76,85,88,58
2006-01-26,Thursday,9,47,59,73,79,88,18
2006-01-24,Tuesday,11,13,27,47,82,84,28
2006-01-21,Saturday,7,37,44,45,53,68,57
2006-01-19,Thursday,25,55,60,69,77,81,34
2006-01-17,Tuesday,26,27,31,69,78,85,67
2006-01-14,Saturday,30,31,33,44,77,89,51
2006-01-12,Thursday,26,30,38,55,69,75,11
2006-01-10,Tuesday,54,58,72,73,82,86,38
2006-01-07,Saturday,43,45,80,81,83,86,77
2006-01-05,Thursday,8,27,29,38,64,82,37
2006-01-03,Tuesday,13,14,22,24,46,81,70
2005-12-31,Saturday,57,66,68,70,74,86,87
